Year,Region_AR,Region_EN,Hospital_AR,Hospital_EN,Speciality_AR,Speciality_EN,Beds,,,,,,,,,,,,,,,,,,,,,,,,
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,باطنة,Internal Medicine,22,,Kuwait,,,,,,,,,,,,,,,,,,,,,,
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,صدريــــــة,Pulmonology,0,,Al Qasemi,22,43,45,20,10,140,25,0,25,33,33,28,28,40,28,68,0,109,15,124,418,19.82
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,قلــــب,Cardiology,15,,Khorfakkan,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,امراض عصبية,Neurology,5,,Kalba,15,20,0,0,2,37,6,0,6,0,0,0,0,4,0,4,0,26,0,26,73,3.46
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,عصبیة ونفسیة,Psychiatry,0,,Al Zaid,5,8,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.66
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,جلدية وتناسلیة,Dermatology,0,,Total,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,16,0,16,96,4.55
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,اطفال باطنـــة,Paediatric Medicine,0,,Baraha,0,2,0,0,1,3,2,0,2,0,0,2,2,0,0,0,0,2,0,2,9,0.43
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,جراحة عامــــة,General Surgery,18,,Al Amal,0,24,17,14,7,62,20,0,20,25,25,29,29,36,17,53,20,0,0,20,209,9.91
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,جــــراحة صدر,Thoracic Surgery,0,,Kalifa,18,18,45,20,7,108,27,0,27,18,18,30,30,40,29,69,38,0,0,38,290,13.75
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,جـــــراحة قلب,Cardiac Surgery,0,,Fujairah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,جراحة اعصـاب,Neurosurgery,4,,Deba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,مسالك بولیــــة,Urology,2,,Saqre,4,10,0,0,0,14,5,0,5,0,0,0,0,0,0,0,4,0,0,4,23,1.09
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,جراحة اطفـــال,Paediatric Surgery,0,,Ebrahim Obeidulla,2,27,0,0,0,29,8,0,8,9,9,5,5,0,0,0,8,0,0,8,59,2.80
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,عظام,Orthopedics,22,,Shaam,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.14
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,حروق و تقويم,Plastic Surgery,6,,Percentage of Total Beds,22,29,0,0,6,57,18,0,18,13,13,20,20,10,0,10,27,0,0,27,145,6.88
2006,الشارقة,Sharjah,الكـــــــــــويت,Kuwait,عیــــــــــــــون,Ophthalmology,2,,,6,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.71
